column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at
79,2200 Block W 1700 S,C1991283,SYRACUSE,,01/06/2019 07:30:46 AM,Saturday,2,01/05/2019 02:03:09 AM,Walk Through Security Checks,898796742,CAD: Walk Through Security Checks,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Community Policing,UT,01/08/2019 09:08:52 PM
80,1600 Block W ANTELOPE DR,C1991284,SYRACUSE,,01/06/2019 07:30:46 AM,Saturday,2,01/05/2019 02:04:35 AM,Traffic Stop,898796743,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.058, 41.0891]}",-112.058,Vehicle Stop,UT,01/08/2019 09:08:52 PM
81,1900 Block S 3000 W,C1991285,SYRACUSE,,01/06/2019 07:30:46 AM,Saturday,2,01/05/2019 02:16:59 AM,Extra Patrol On Site Call,898796741,CAD: Extra Patrol On Site Call,41.0856,"{'type': 'Point', 'coordinates': [-112.084, 41.0856]}",-112.084,Community Policing,UT,01/08/2019 09:08:52 PM
82,1500 Block S 2000 W,C1991299,SYRACUSE,,01/06/2019 07:30:46 AM,Saturday,4,01/05/2019 04:10:40 AM,Business Alarm,898796740,CAD: Business Alarm,41.0906,"{'type': 'Point', 'coordinates': [-112.065, 41.0906]}",-112.065,Alarm,UT,01/08/2019 09:08:52 PM
83,1600 Block W 1700 S,C1857807,SYRACUSE,,02/12/2018 03:10:37 AM,Saturday,15,02/10/2018 03:30:45 PM,Traffic Stop,833897152,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.057, 41.0891]}",-112.057,Vehicle Stop,UT,02/25/2018 06:38:52 AM
84,700 Block W 1700 S,C1857809,CLEARFIELD,,02/12/2018 03:10:37 AM,Saturday,15,02/10/2018 03:35:25 PM,Traffic Stop,833897151,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.04, 41.0892]}",-112.04,Vehicle Stop,UT,02/25/2018 06:38:52 AM
85,2300 Block S 2000 W,C1857859,SYRACUSE,,02/12/2018 03:10:37 AM,Saturday,17,02/10/2018 05:20:43 PM,Susp Circumstance,833897150,CAD: Susp Circumstance,41.0793,"{'type': 'Point', 'coordinates': [-112.065, 41.0793]}",-112.065,Community Policing,UT,02/25/2018 06:38:52 AM
86,2200 Block W 1700 S,C1857875,SYRACUSE,,02/12/2018 03:10:37 AM,Saturday,18,02/10/2018 06:15:25 PM,Traffic Stop,833897149,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,02/25/2018 06:38:52 AM
87,900 Block S 2000 W,C1857881,SYRACUSE,,02/12/2018 03:10:37 AM,Saturday,18,02/10/2018 06:27:10 PM,Traffic Stop,833897148,CAD: Traffic Stop,41.1008,"{'type': 'Point', 'coordinates': [-112.065, 41.1008]}",-112.065,Vehicle Stop,UT,02/25/2018 06:38:52 AM
88,1500 Block W HIGHWAY 193,C1857886,SYRACUSE,,02/12/2018 03:10:37 AM,Saturday,18,02/10/2018 06:41:47 PM,Traffic Stop,833897147,CAD: Traffic Stop,41.1105,"{'type': 'Point', 'coordinates': [-112.056, 41.1105]}",-112.056,Vehicle Stop,UT,02/25/2018 06:38:52 AM
89,800 Block S 3000 W,C1857900,SYRACUSE,,02/12/2018 03:10:37 AM,Saturday,19,02/10/2018 07:24:50 PM,Traffic Stop,833897142,CAD: Traffic Stop,41.1023,"{'type': 'Point', 'coordinates': [-112.084, 41.1023]}",-112.084,Vehicle Stop,UT,02/25/2018 06:38:52 AM
90,1700 Block S BLUFF RD,C1857905,SYRACUSE,,02/12/2018 03:10:37 AM,Saturday,19,02/10/2018 07:38:58 PM,Traffic Stop,833897141,CAD: Traffic Stop,41.0884,"{'type': 'Point', 'coordinates': [-112.079, 41.0884]}",-112.079,Vehicle Stop,UT,02/25/2018 06:38:52 AM
91,3600 Block S WATER LILLY LN,C1928508,SYRACUSE,,08/01/2018 06:53:29 AM,Tuesday,20,07/31/2018 08:34:00 PM,Traffic Stop,865388381,CAD: Traffic Stop,41.0612,"{'type': 'Point', 'coordinates': [-112.053, 41.0612]}",-112.053,Vehicle Stop,UT,08/15/2018 03:01:19 AM
92,1300 Block S 3000 W,C1928519,SYRACUSE,,08/01/2018 06:53:29 AM,Tuesday,21,07/31/2018 09:01:54 PM,Traffic Enforcement,865388378,CAD: Traffic Enforcement,41.0945,"{'type': 'Point', 'coordinates': [-112.084, 41.0945]}",-112.084,Traffic,UT,08/15/2018 03:01:19 AM
93,2100 Block S 1800 W,C1928523,SYRACUSE,,08/01/2018 06:53:29 AM,Tuesday,21,07/31/2018 09:17:08 PM,Reckless Driver,865388377,CAD: Reckless Driver,41.0823,"{'type': 'Point', 'coordinates': [-112.061, 41.0823]}",-112.061,Traffic,UT,08/15/2018 03:01:20 AM
94,2300 Block S 1000 W,C1928550,SYRACUSE,,08/01/2018 06:53:29 AM,Tuesday,22,07/31/2018 10:46:09 PM,Traffic Stop,865388375,CAD: Traffic Stop,41.0796,"{'type': 'Point', 'coordinates': [-112.046, 41.0796]}",-112.046,Vehicle Stop,UT,08/15/2018 03:01:21 AM
95,2300 Block S 2000 W,C1928562,SYRACUSE,,08/01/2018 06:53:29 AM,Tuesday,23,07/31/2018 11:18:42 PM,Traffic Stop,865388371,CAD: Traffic Stop,41.08,"{'type': 'Point', 'coordinates': [-112.065, 41.08]}",-112.065,Vehicle Stop,UT,08/15/2018 03:01:21 AM
96,1200 Block S 1000 W,C1925688,SYRACUSE,,07/26/2018 06:14:02 AM,Wednesday,1,07/25/2018 01:05:10 AM,Traffic Stop,864914660,CAD: Traffic Stop,41.0964,"{'type': 'Point', 'coordinates': [-112.045, 41.0964]}",-112.045,Vehicle Stop,UT,08/09/2018 12:34:36 AM
97,1000 Block W 2050 S,C1915960,SYRACUSE,,07/03/2018 06:24:10 AM,Monday,9,07/02/2018 09:35:13 AM,Susp Circumstance,861782501,CAD: Susp Circumstance,41.0841,"{'type': 'Point', 'coordinates': [-112.047, 41.0841]}",-112.047,Community Policing,UT,07/16/2018 11:21:27 PM
98,1400 Block S HEATHER LN,C1915980,SYRACUSE,,07/03/2018 06:24:10 AM,Monday,11,07/02/2018 11:04:06 AM,Extra Patrol REQUEST,861782500,CAD: Extra Patrol REQUEST,41.0927,"{'type': 'Point', 'coordinates': [-112.094, 41.0927]}",-112.094,Community Policing,UT,07/16/2018 11:21:27 PM
99,1900 Block S 2000 W,C1916081,SYRACUSE,,07/03/2018 06:24:10 AM,Monday,16,07/02/2018 04:00:54 PM,Traffic Stop,861782498,CAD: Traffic Stop,41.0863,"{'type': 'Point', 'coordinates': [-112.065, 41.0863]}",-112.065,Vehicle Stop,UT,07/16/2018 11:21:27 PM
100,2000 Block S BLUFF RIDGE DR,C1916086,SYRACUSE,,07/03/2018 06:24:10 AM,Monday,16,07/02/2018 04:08:53 PM,Traffic Enforcement,861782497,CAD: Traffic Enforcement,41.0845,"{'type': 'Point', 'coordinates': [-112.04, 41.0845]}",-112.04,Traffic,UT,07/16/2018 11:21:27 PM
101,1800 Block S 2000 W,C1916121,SYRACUSE,,07/03/2018 06:24:10 AM,Monday,17,07/02/2018 05:29:07 PM,Assist Citizen,861782496,CAD: Assist Citizen,41.0876,"{'type': 'Point', 'coordinates': [-112.065, 41.0876]}",-112.065,Other,UT,07/16/2018 11:21:27 PM
102,1100 Block W 1700 S,C1916133,SYRACUSE,,07/03/2018 06:24:10 AM,Monday,17,07/02/2018 05:46:36 PM,Traffic Stop,861782494,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.049, 41.0891]}",-112.049,Vehicle Stop,UT,07/16/2018 11:21:27 PM
103,500 Block W 3700 S,C1916142,SYRACUSE,,07/03/2018 06:24:10 AM,Monday,18,07/02/2018 06:07:48 PM,Traffic Stop,861782492,CAD: Traffic Stop,41.0602,"{'type': 'Point', 'coordinates': [-112.036, 41.0602]}",-112.036,Vehicle Stop,UT,07/16/2018 11:21:27 PM
104,1900 Block W 1125 S,C1946409,SYRACUSE,,09/14/2018 06:16:07 AM,Thursday,14,09/13/2018 02:24:57 PM,Abandoned Vehicle,877680492,CAD: Abandoned Vehicle,41.0976,"{'type': 'Point', 'coordinates': [-112.063, 41.0976]}",-112.063,Traffic,UT,09/27/2018 06:10:15 PM
105,300 Block S 3000 W,C1856001,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,0,02/06/2018 12:27:47 AM,Traffic Stop,833557067,CAD: Traffic Stop,41.1093,"{'type': 'Point', 'coordinates': [-112.084, 41.1093]}",-112.084,Vehicle Stop,UT,02/21/2018 06:27:37 AM
106,2100 Block S 2000 W,C1837556,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,0,12/20/2017 12:32:25 AM,Traffic Stop,829467998,CAD: Traffic Stop,41.0823,"{'type': 'Point', 'coordinates': [-112.065, 41.0823]}",-112.065,Vehicle Stop,UT,01/03/2018 02:26:47 PM
107,2200 Block W 1700 S,C1837558,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,0,12/20/2017 12:52:15 AM,Traffic Stop,829467997,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,01/03/2018 02:26:47 PM
108,1600 Block W 700 S,C1837562,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,1,12/20/2017 01:16:05 AM,Susp Circumstance,829467996,CAD: Susp Circumstance,41.1036,"{'type': 'Point', 'coordinates': [-112.058, 41.1036]}",-112.058,Community Policing,UT,01/03/2018 02:26:47 PM
109,1800 Block W 2700 S,C1837577,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,5,12/20/2017 05:34:07 AM,Extra Patrol On Site Call,829467995,CAD: Extra Patrol On Site Call,41.0747,"{'type': 'Point', 'coordinates': [-112.06, 41.0747]}",-112.06,Community Policing,UT,01/03/2018 02:26:47 PM
110,3100 Block S BLUFF RD,C1906189,SYRACUSE,,06/10/2018 08:39:58 AM,Saturday,0,06/09/2018 12:26:38 AM,Extra Patrol REQUEST,856889623,CAD: Extra Patrol REQUEST,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,06/23/2018 06:01:17 PM
111,1700 Block S HERITAGE LN,C1841343,SYRACUSE,,12/31/2017 07:00:30 AM,Saturday,23,12/30/2017 11:49:21 PM,Traffic Stop,830557148,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.061, 41.0892]}",-112.061,Vehicle Stop,UT,01/14/2018 06:02:20 AM
112,2100 Block W 700 S,C2023313,SYRACUSE,,03/30/2019 06:41:02 AM,Friday,14,03/29/2019 02:10:28 PM,Traffic Stop,912224198,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.068, 41.1037]}",-112.068,Vehicle Stop,UT,04/08/2019 08:42:54 AM
113,1700 Block S 2000 W,C1837588,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,7,12/20/2017 07:08:35 AM,Susp Circumstance,829467989,CAD: Susp Circumstance,41.0885,"{'type': 'Point', 'coordinates': [-112.065, 41.0885]}",-112.065,Community Policing,UT,01/03/2018 02:26:47 PM
114,3100 Block S 600 W,C1837607,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,7,12/20/2017 07:46:58 AM,Residential Alarm,829467991,CAD: Residential Alarm,41.0685,"{'type': 'Point', 'coordinates': [-112.038, 41.0685]}",-112.038,Alarm,UT,01/03/2018 02:26:48 PM
115,1900 Block S DORAL DR,C1837610,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,7,12/20/2017 07:51:38 AM,School Zone Patrol,829467990,CAD: School Zone Patrol,41.0863,"{'type': 'Point', 'coordinates': [-112.095, 41.0863]}",-112.095,Traffic,UT,01/03/2018 02:26:48 PM
116,1700 Block S BANBURY DR,C1837612,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,7,12/20/2017 07:53:22 AM,Traffic Stop,829467992,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.06, 41.0891]}",-112.06,Vehicle Stop,UT,01/03/2018 02:26:48 PM
117,1400 Block S 2000 W,C1837661,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,10,12/20/2017 10:12:04 AM,Community Oriented Policing,829467986,CAD: Community Oriented Policing,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Community Policing,UT,01/03/2018 02:26:48 PM
118,1500 Block S 2000 W,C1837676,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,11,12/20/2017 11:06:04 AM,Community Oriented Policing,829467984,CAD: Community Oriented Policing,41.0921,"{'type': 'Point', 'coordinates': [-112.064, 41.0921]}",-112.064,Community Policing,UT,01/03/2018 02:26:48 PM
119,2400 Block S BLUFF RD,C1837719,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,13,12/20/2017 01:30:29 PM,Traffic Stop,829467983,CAD: Traffic Stop,41.0785,"{'type': 'Point', 'coordinates': [-112.07, 41.0785]}",-112.07,Vehicle Stop,UT,01/03/2018 02:26:49 PM
120,2100 Block S 2000 W,C1837725,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,13,12/20/2017 01:58:18 PM,Criminal Mischief,829467981,CAD: Criminal Mischief,41.0822,"{'type': 'Point', 'coordinates': [-112.065, 41.0822]}",-112.065,Property Crime,UT,01/03/2018 02:26:49 PM
121,2200 Block S BLUFF RD,C1837726,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,13,12/20/2017 01:59:30 PM,Traffic Stop,829467982,CAD: Traffic Stop,41.0811,"{'type': 'Point', 'coordinates': [-112.073, 41.0811]}",-112.073,Vehicle Stop,UT,01/03/2018 02:26:49 PM
122,900 Block W 1700 S,C1837770,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,15,12/20/2017 03:58:10 PM,Reckless Driver,829467978,CAD: Reckless Driver,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Traffic,UT,01/03/2018 02:26:49 PM
123,1300 Block W 2700 S,C1837778,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,16,12/20/2017 04:25:54 PM,Recovered Stolen Property,829467977,CAD: Recovered Stolen Property,41.0747,"{'type': 'Point', 'coordinates': [-112.051, 41.0747]}",-112.051,Theft,UT,01/03/2018 02:26:49 PM
124,S DORAL DR & W ANTELOPE DR,C1837819,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,18,12/20/2017 06:26:51 PM,Susp Circumstance,829467976,CAD: Susp Circumstance,41.0892,"{'type': 'Point', 'coordinates': [-112.095, 41.0892]}",-112.095,Community Policing,UT,01/03/2018 02:26:49 PM
125,900 Block S 2500 W,C1837915,SYRACUSE,,12/21/2017 07:00:35 AM,Wednesday,22,12/20/2017 10:38:00 PM,Traffic Stop,829467971,CAD: Traffic Stop,41.1012,"{'type': 'Point', 'coordinates': [-112.074, 41.1012]}",-112.074,Vehicle Stop,UT,01/03/2018 02:26:50 PM
126,1500 Block W 1700 S,C1856005,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,1,02/06/2018 01:06:24 AM,Traffic Stop,833557066,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.055, 41.0891]}",-112.055,Vehicle Stop,UT,02/21/2018 06:27:37 AM
127,1900 Block S 1000 W,C1825827,SYRACUSE,,11/21/2017 07:00:32 AM,Monday,1,11/20/2017 01:57:55 AM,Traffic Stop,827128596,CAD: Traffic Stop,41.0858,"{'type': 'Point', 'coordinates': [-112.045, 41.0858]}",-112.045,Vehicle Stop,UT,12/04/2017 07:02:19 AM
128,900 Block S 2000 W,C1825830,SYRACUSE,,11/21/2017 07:00:32 AM,Monday,3,11/20/2017 03:22:46 AM,Traffic Stop,827128595,CAD: Traffic Stop,41.1008,"{'type': 'Point', 'coordinates': [-112.065, 41.1008]}",-112.065,Vehicle Stop,UT,12/04/2017 07:02:19 AM
129,2200 Block S 3300 W,C1823886,SYRACUSE,,11/15/2017 07:00:36 AM,Tuesday,17,11/14/2017 05:45:46 PM,Animal Problem,826714490,CAD: Animal Problem,41.0808,"{'type': 'Point', 'coordinates': [-112.089, 41.0808]}",-112.089,Disorder,UT,11/28/2017 02:44:17 PM
130,2000 Block W HIGHWAY 193,C1823891,SYRACUSE,,11/15/2017 07:00:36 AM,Tuesday,18,11/14/2017 06:03:34 PM,Accident Property Damage,826714488,CAD: Accident Property Damage,41.1105,"{'type': 'Point', 'coordinates': [-112.065, 41.1105]}",-112.065,Traffic,UT,11/28/2017 02:44:17 PM
131,1300 Block W 2050 S,C1823910,SYRACUSE,,11/15/2017 07:00:36 AM,Tuesday,19,11/14/2017 07:00:37 PM,Community Oriented Policing,826714487,CAD: Community Oriented Policing,41.0842,"{'type': 'Point', 'coordinates': [-112.051, 41.0842]}",-112.051,Community Policing,UT,11/28/2017 02:44:17 PM
132,3000 Block S 1325 W,C1823958,SYRACUSE,,11/15/2017 07:00:36 AM,Tuesday,21,11/14/2017 09:34:40 PM,Barking Dog,826714486,CAD: Barking Dog,41.0698,"{'type': 'Point', 'coordinates': [-112.051, 41.0698]}",-112.051,Disorder,UT,11/28/2017 02:44:17 PM
133,2400 Block S 3300 W,C1823962,SYRACUSE,,11/16/2017 07:00:46 AM,Tuesday,21,11/14/2017 09:54:02 PM,Welfare Check,826778631,CAD: Welfare Check,41.0785,"{'type': 'Point', 'coordinates': [-112.089, 41.0785]}",-112.089,Other,UT,11/28/2017 02:44:18 PM
134,1000 Block W HIGHWAY 193,C1823970,SYRACUSE,,11/15/2017 07:00:36 AM,Tuesday,22,11/14/2017 10:29:18 PM,Agency Assistance,826714483,CAD: Agency Assistance,41.1106,"{'type': 'Point', 'coordinates': [-112.045, 41.1106]}",-112.045,Other,UT,11/28/2017 02:44:18 PM
135,1300 Block S 4000 W,C1823971,SYRACUSE,,11/15/2017 07:00:36 AM,Tuesday,22,11/14/2017 10:34:32 PM,Criminal Mischief,826714482,CAD: Criminal Mischief,41.0936,"{'type': 'Point', 'coordinates': [-112.103, 41.0936]}",-112.103,Property Crime,UT,11/28/2017 02:44:18 PM
136,800 Block W 1700 S,C1823994,SYRACUSE,,11/16/2017 07:00:46 AM,Wednesday,1,11/15/2017 01:27:11 AM,Warrant Service,826778630,CAD: Warrant Service,41.0892,"{'type': 'Point', 'coordinates': [-112.043, 41.0892]}",-112.043,Other,UT,11/29/2017 07:00:57 AM
165,900 Block W 1700 S,C1856419,SYRACUSE,,02/08/2018 07:27:44 AM,Wednesday,6,02/07/2018 06:21:31 AM,Abandoned Vehicle,833636483,CAD: Abandoned Vehicle,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Traffic,UT,02/22/2018 06:53:34 AM
137,600 Block W 1700 S,C1824004,SYRACUSE,,11/16/2017 07:00:46 AM,Wednesday,3,11/15/2017 03:14:51 AM,"Suspicious Person, Circumstnce",826778629,"CAD: Suspicious Person, Circumstnce",41.0892,"{'type': 'Point', 'coordinates': [-112.037, 41.0892]}",-112.037,Community Policing,UT,11/29/2017 07:00:57 AM
138,1400 Block S BROOKSHIRE DR,C1828883,SYRACUSE,,11/29/2017 07:00:42 AM,Tuesday,0,11/28/2017 12:43:30 AM,Extra Patrol REQUEST,827691283,CAD: Extra Patrol REQUEST,41.0924,"{'type': 'Point', 'coordinates': [-112.091, 41.0924]}",-112.091,Community Policing,UT,12/12/2017 07:01:37 AM
139,1400 Block W WATERFRONT DR,C1828885,SYRACUSE,,11/29/2017 07:00:42 AM,Tuesday,1,11/28/2017 01:06:50 AM,Extra Patrol REQUEST,827691282,CAD: Extra Patrol REQUEST,41.0636,"{'type': 'Point', 'coordinates': [-112.054, 41.0636]}",-112.054,Community Policing,UT,12/12/2017 07:01:37 AM
140,3100 Block S BLUFF RD,C1828888,SYRACUSE,,11/29/2017 07:00:42 AM,Tuesday,1,11/28/2017 01:54:00 AM,Traffic Stop,827691281,CAD: Traffic Stop,41.0685,"{'type': 'Point', 'coordinates': [-112.054, 41.0685]}",-112.054,Vehicle Stop,UT,12/12/2017 07:01:37 AM
141,1000 Block S 1825 W,C1828890,SYRACUSE,,11/29/2017 07:00:42 AM,Tuesday,2,11/28/2017 02:46:02 AM,Susp Circumstance,827691280,CAD: Susp Circumstance,41.0985,"{'type': 'Point', 'coordinates': [-112.061, 41.0985]}",-112.061,Community Policing,UT,12/12/2017 07:01:37 AM
142,2300 Block S 2050 W,C1694774,SYRACUSE,,01/08/2017 05:03:56 AM,Friday,0,01/06/2017 12:12:39 AM,Susp Circumstance,788283553,CAD: Susp Circumstance,41.0803,"{'type': 'Point', 'coordinates': [-112.066, 41.0803]}",-112.066,Community Policing,UT,01/21/2017 06:59:49 AM
143,600 Block W 2700 S,C1856012,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,1,02/06/2018 01:56:44 AM,Traffic Stop,833557064,CAD: Traffic Stop,41.0747,"{'type': 'Point', 'coordinates': [-112.038, 41.0747]}",-112.038,Vehicle Stop,UT,02/21/2018 06:27:38 AM
144,1500 Block S 2000 W,C1694807,SYRACUSE,,01/08/2017 05:03:56 AM,Friday,4,01/06/2017 04:15:12 AM,Business Alarm,788283552,CAD: Business Alarm,41.0906,"{'type': 'Point', 'coordinates': [-112.065, 41.0906]}",-112.065,Alarm,UT,01/21/2017 06:59:49 AM
145,1100 Block W 1700 S,C1856014,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,2,02/06/2018 02:03:36 AM,Traffic Stop,833557063,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.048, 41.0891]}",-112.048,Vehicle Stop,UT,02/21/2018 06:27:38 AM
146,1900 Block W 1700 S,C1856023,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,4,02/06/2018 04:28:17 AM,Traffic Stop,833557062,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.064, 41.0892]}",-112.064,Vehicle Stop,UT,02/21/2018 06:27:38 AM
147,1600 Block W 2700 S,C1856026,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,5,02/06/2018 05:26:30 AM,Business Alarm,833557061,CAD: Business Alarm,41.0741,"{'type': 'Point', 'coordinates': [-112.058, 41.0741]}",-112.058,Alarm,UT,02/21/2018 06:27:38 AM
148,1800 Block S 1675 W,C1856027,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,5,02/06/2018 05:50:47 AM,Residential Alarm,833557060,CAD: Residential Alarm,41.0867,"{'type': 'Point', 'coordinates': [-112.058, 41.0867]}",-112.058,Alarm,UT,02/21/2018 06:27:38 AM
149,1400 Block S 2000 W,C1856046,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,7,02/06/2018 07:22:41 AM,Traffic Stop,833557059,CAD: Traffic Stop,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Vehicle Stop,UT,02/21/2018 06:27:38 AM
150,3000 Block W 1700 S,C1856048,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,7,02/06/2018 07:28:06 AM,School Zone Patrol,833557053,CAD: School Zone Patrol,41.0892,"{'type': 'Point', 'coordinates': [-112.084, 41.0892]}",-112.084,Traffic,UT,02/21/2018 06:27:38 AM
151,2000 Block W HIGHWAY 193,C1856051,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,7,02/06/2018 07:38:40 AM,Traffic Stop,833557058,CAD: Traffic Stop,41.1105,"{'type': 'Point', 'coordinates': [-112.065, 41.1105]}",-112.065,Vehicle Stop,UT,02/21/2018 06:27:38 AM
152,1400 Block S 2000 W,C1856053,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,7,02/06/2018 07:42:09 AM,School Zone Patrol,833557054,CAD: School Zone Patrol,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Traffic,UT,02/21/2018 06:27:38 AM
153,2800 Block W 2700 S,C1856062,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,8,02/06/2018 08:02:12 AM,Traffic Stop,833557057,CAD: Traffic Stop,41.0747,"{'type': 'Point', 'coordinates': [-112.08, 41.0747]}",-112.08,Vehicle Stop,UT,02/21/2018 06:27:38 AM
154,1500 Block W 700 S,C1856063,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,8,02/06/2018 08:02:42 AM,School Zone Patrol,833557056,CAD: School Zone Patrol,41.1036,"{'type': 'Point', 'coordinates': [-112.055, 41.1036]}",-112.055,Traffic,UT,02/21/2018 06:27:39 AM
155,1000 Block W HIGHWAY 193,C1856118,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,10,02/06/2018 10:22:52 AM,Traffic Stop,833557051,CAD: Traffic Stop,41.1106,"{'type': 'Point', 'coordinates': [-112.045, 41.1106]}",-112.045,Vehicle Stop,UT,02/21/2018 06:27:39 AM
156,1600 Block W 1700 S,C1856194,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,13,02/06/2018 01:15:53 PM,Traffic Stop,833557045,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.057, 41.0891]}",-112.057,Vehicle Stop,UT,02/21/2018 06:27:40 AM
157,2100 Block W 2450 S,C1856197,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,13,02/06/2018 01:22:49 PM,Unlawful Solicitng,833557044,CAD: Unlawful Solicitng,41.0783,"{'type': 'Point', 'coordinates': [-112.068, 41.0783]}",-112.068,Disorder,UT,02/21/2018 06:27:40 AM
158,600 Block S 2000 W,C1856206,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,13,02/06/2018 01:53:37 PM,Criminal Mischief,833557042,CAD: Criminal Mischief,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Property Crime,UT,02/21/2018 06:27:41 AM
159,2500 Block W 700 S,C1856208,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,13,02/06/2018 01:59:07 PM,Traffic Enforcement,833557041,CAD: Traffic Enforcement,41.1037,"{'type': 'Point', 'coordinates': [-112.074, 41.1037]}",-112.074,Traffic,UT,02/21/2018 06:27:41 AM
160,600 Block S 2000 W,C1856391,SYRACUSE,,02/07/2018 07:13:56 AM,Tuesday,23,02/06/2018 11:55:57 PM,Traffic Stop,833557017,CAD: Traffic Stop,41.1051,"{'type': 'Point', 'coordinates': [-112.065, 41.1051]}",-112.065,Vehicle Stop,UT,02/21/2018 06:27:44 AM
161,2500 Block W HIGHWAY 193,C1856395,SYRACUSE,,02/08/2018 07:27:44 AM,Wednesday,0,02/07/2018 12:09:13 AM,Traffic Stop,833636489,CAD: Traffic Stop,41.1106,"{'type': 'Point', 'coordinates': [-112.074, 41.1106]}",-112.074,Vehicle Stop,UT,02/22/2018 06:53:33 AM
162,1000 Block S 3000 W,C1856398,SYRACUSE,,02/08/2018 07:27:44 AM,Wednesday,0,02/07/2018 12:43:55 AM,Traffic Stop,833636488,CAD: Traffic Stop,41.0995,"{'type': 'Point', 'coordinates': [-112.084, 41.0995]}",-112.084,Vehicle Stop,UT,02/22/2018 06:53:33 AM
163,1900 Block W 1700 S,C1856408,SYRACUSE,,02/08/2018 07:27:44 AM,Wednesday,3,02/07/2018 03:07:47 AM,Found Property,833636487,CAD: Found Property,41.0892,"{'type': 'Point', 'coordinates': [-112.064, 41.0892]}",-112.064,Other,UT,02/22/2018 06:53:33 AM
