column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
80,1800 Block N 2000 W,C1845452,CLINTON,,01/11/2018 09:57:08 AM,Wednesday,22,01/10/2018 10:27:30 PM,Traffic Stop,831337947,CAD: Traffic Stop,41.1398974,"{'type': 'Point', 'coordinates': [-112.0644229, 41.1398974]}",-112.0644229,Vehicle Stop,UT,01/28/2018 07:07:36 PM,84015.0
81,1600 Block N 2000 W,C1850205,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,8,01/23/2018 08:11:00 AM,Found Property,832341200,CAD: Found Property,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Other,UT,02/07/2018 06:11:27 AM,84015.0
82,1100 Block N 1350 W,C1850246,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,10,01/23/2018 10:08:29 AM,Burglary Residential,832341199,CAD: Burglary Residential,41.1376695,"{'type': 'Point', 'coordinates': [-112.0519261, 41.1376695]}",-112.0519261,Breaking & Entering,UT,02/07/2018 06:11:27 AM,84015.0
83,1300 Block N 630 W,C1850270,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,11,01/23/2018 11:41:52 AM,Threatening,832341198,CAD: Threatening,41.1326138,"{'type': 'Point', 'coordinates': [-112.0381438, 41.1326138]}",-112.0381438,Disorder,UT,02/07/2018 06:11:27 AM,84015.0
84,1300 Block N 1050 W,C1850282,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,12,01/23/2018 12:23:37 PM,Welfare Check,832341196,CAD: Welfare Check,41.1482207,"{'type': 'Point', 'coordinates': [-112.0462786, 41.1482207]}",-112.0462786,Other,UT,02/07/2018 06:11:27 AM,84015.0
85,1000 Block N 3000 W,C1850333,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,14,01/23/2018 02:10:52 PM,Welfare Check,832341195,CAD: Welfare Check,41.1282499,"{'type': 'Point', 'coordinates': [-112.0837902, 41.1282499]}",-112.0837902,Other,UT,02/07/2018 06:11:27 AM,84015.0
86,900 Block W 1800 N,C1850354,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,15,01/23/2018 03:00:57 PM,Traffic Stop,832341192,CAD: Traffic Stop,41.1398932,"{'type': 'Point', 'coordinates': [-112.0435783, 41.1398932]}",-112.0435783,Vehicle Stop,UT,02/07/2018 06:11:27 AM,84015.0
87,1800 Block W 1800 N,C1850371,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,15,01/23/2018 03:50:24 PM,Shoplifting,832341191,CAD: Shoplifting,41.1398754,"{'type': 'Point', 'coordinates': [-112.0600474, 41.1398754]}",-112.0600474,Theft,UT,02/07/2018 06:11:27 AM,84015.0
88,2200 Block N 1500 W,C1850403,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,16,01/23/2018 04:37:11 PM,Assist Citizen,832341190,CAD: Assist Citizen,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Other,UT,02/07/2018 06:11:27 AM,84015.0
89,2200 Block N 1500 W,C1850413,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,17,01/23/2018 05:02:00 PM,Fraud Activities,832341189,CAD: Fraud Activities,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Theft,UT,02/07/2018 06:11:27 AM,84015.0
90,2200 Block N 1500 W,C1845550,CLINTON,,01/12/2018 07:03:57 AM,Thursday,7,01/11/2018 07:50:33 AM,Accident Property Damage,831407046,CAD: Accident Property Damage,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Traffic,UT,01/28/2018 07:07:36 PM,84015.0
91,1600 Block W 800 N,C1845581,CLINTON,,01/12/2018 07:03:57 AM,Thursday,9,01/11/2018 09:05:54 AM,Traffic Stop,831407044,CAD: Traffic Stop,41.1253502,"{'type': 'Point', 'coordinates': [-112.0553474, 41.1253502]}",-112.0553474,Vehicle Stop,UT,01/28/2018 07:07:36 PM,84015.0
92,1900 Block N 2000 W,C1845584,CLINTON,,01/12/2018 07:03:57 AM,Thursday,9,01/11/2018 09:11:02 AM,Burglary Non Residential,831407042,CAD: Burglary Non Residential,41.1415248,"{'type': 'Point', 'coordinates': [-112.063872, 41.1415248]}",-112.063872,Breaking & Entering,UT,01/28/2018 07:07:36 PM,84015.0
93,700 Block W 2050 N,C1845623,CLINTON,,01/12/2018 07:03:57 AM,Thursday,11,01/11/2018 11:30:59 AM,Fraud Activities,831407040,CAD: Fraud Activities,41.143094,"{'type': 'Point', 'coordinates': [-112.0393571, 41.143094]}",-112.0393571,Theft,UT,01/28/2018 07:07:38 PM,84015.0
94,1800 Block N 630 W,C1845639,CLINTON,,01/12/2018 07:03:57 AM,Thursday,12,01/11/2018 12:21:57 PM,Impounded Vehicle,831407039,CAD: Impounded Vehicle,41.1398951,"{'type': 'Point', 'coordinates': [-112.0375841, 41.1398951]}",-112.0375841,Traffic,UT,01/28/2018 07:07:40 PM,84015.0
95,1400 Block N 3000 W,C1845653,CLINTON,,01/12/2018 07:03:57 AM,Thursday,13,01/11/2018 01:00:55 PM,Traffic Stop,831407038,CAD: Traffic Stop,41.1340862,"{'type': 'Point', 'coordinates': [-112.0837936, 41.1340862]}",-112.0837936,Vehicle Stop,UT,01/28/2018 07:07:40 PM,84015.0
96,1400 Block W 1800 N,C1845708,CLINTON,,01/12/2018 07:03:57 AM,Thursday,15,01/11/2018 03:11:25 PM,Accident Property Damage,831407037,CAD: Accident Property Damage,41.1398735,"{'type': 'Point', 'coordinates': [-112.0531015, 41.1398735]}",-112.0531015,Traffic,UT,01/28/2018 07:07:41 PM,84015.0
97,1600 Block N 2000 W,C1845754,CLINTON,,01/12/2018 07:03:57 AM,Thursday,16,01/11/2018 04:40:47 PM,Shoplifting,831407035,CAD: Shoplifting,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Theft,UT,01/28/2018 07:07:41 PM,84015.0
98,1800 Block N 1500 W,C1845774,CLINTON,,01/12/2018 07:03:57 AM,Thursday,17,01/11/2018 05:32:58 PM,Business Alarm,831407034,CAD: Business Alarm,41.13987729999999,"{'type': 'Point', 'coordinates': [-112.0548312, 41.1398773]}",-112.0548312,Alarm,UT,01/28/2018 07:07:41 PM,84015.0
99,2700 Block W 2100 N,C1845860,CLINTON,,01/12/2018 07:03:57 AM,Thursday,21,01/11/2018 09:20:26 PM,Welfare Check,831407032,CAD: Welfare Check,41.1445167,"{'type': 'Point', 'coordinates': [-112.0778654, 41.1445167]}",-112.0778654,Other,UT,01/28/2018 07:07:41 PM,84015.0
100,1900 Block N 2000 W,C1845869,CLINTON,,01/12/2018 07:03:57 AM,Thursday,22,01/11/2018 10:00:32 PM,Extra Patrol REQUEST,831407030,CAD: Extra Patrol REQUEST,41.1415248,"{'type': 'Point', 'coordinates': [-112.063872, 41.1415248]}",-112.063872,Community Policing,UT,01/28/2018 07:07:41 PM,84015.0
101,500 Block W 2300 N,C1845870,CLINTON,,01/12/2018 07:03:57 AM,Thursday,22,01/11/2018 10:02:54 PM,Susp Circumstance,831407031,CAD: Susp Circumstance,41.1471571,"{'type': 'Point', 'coordinates': [-112.0365146, 41.1471571]}",-112.0365146,Community Policing,UT,01/28/2018 07:07:41 PM,84015.0
102,1900 Block N 1500 W,C1845876,CLINTON,,01/12/2018 07:03:57 AM,Thursday,22,01/11/2018 10:20:41 PM,Traffic Stop,831407027,CAD: Traffic Stop,41.1413062,"{'type': 'Point', 'coordinates': [-112.0545335, 41.1413062]}",-112.0545335,Vehicle Stop,UT,01/28/2018 07:07:42 PM,84015.0
103,1800 Block N 3000 W,C1845884,CLINTON,,01/12/2018 07:03:57 AM,Thursday,23,01/11/2018 11:01:04 PM,Welfare Check,831407028,CAD: Welfare Check,41.14002250000001,"{'type': 'Point', 'coordinates': [-112.083375, 41.1400225]}",-112.083375,Other,UT,01/28/2018 07:07:42 PM,84015.0
104,800 Block W 2300 N,C1845934,CLINTON,,01/13/2018 07:18:32 AM,Friday,4,01/12/2018 04:22:28 AM,Criminal Mischief,831498862,CAD: Criminal Mischief,41.1473544,"{'type': 'Point', 'coordinates': [-112.0416986, 41.1473544]}",-112.0416986,Property Crime,UT,01/28/2018 07:07:42 PM,84015.0
105,1200 Block N 1415 W,C1845976,CLINTON,,01/13/2018 07:18:32 AM,Friday,8,01/12/2018 08:06:48 AM,Extra Patrol On Site Call,831498861,CAD: Extra Patrol On Site Call,41.1312036,"{'type': 'Point', 'coordinates': [-112.0528438, 41.1312036]}",-112.0528438,Community Policing,UT,01/28/2018 07:07:42 PM,84015.0
106,600 Block W 1520 N,C1845978,CLINTON,,01/13/2018 07:18:32 AM,Friday,8,01/12/2018 08:11:35 AM,Criminal Mischief,831498860,CAD: Criminal Mischief,41.1358259,"{'type': 'Point', 'coordinates': [-112.0374676, 41.1358259]}",-112.0374676,Property Crime,UT,01/28/2018 07:07:42 PM,84015.0
107,800 Block W 2600 N,C1845981,CLINTON,,01/13/2018 07:18:32 AM,Friday,8,01/12/2018 08:13:52 AM,Vehicle Burglary,831498856,CAD: Vehicle Burglary,41.151427,"{'type': 'Point', 'coordinates': [-112.042408, 41.151427]}",-112.042408,Theft from Vehicle,UT,01/28/2018 07:07:42 PM,84015.0
108,700 Block W 1520 N,C1845990,CLINTON,,01/13/2018 07:18:32 AM,Friday,8,01/12/2018 08:30:18 AM,Criminal Mischief,831498859,CAD: Criminal Mischief,41.1358453,"{'type': 'Point', 'coordinates': [-112.0394678, 41.1358453]}",-112.0394678,Property Crime,UT,01/28/2018 07:07:42 PM,84015.0
109,2900 Block W 800 N,C1845998,CLINTON,,01/13/2018 07:18:32 AM,Friday,8,01/12/2018 08:47:34 AM,Traffic Stop,831498857,CAD: Traffic Stop,41.12576199999999,"{'type': 'Point', 'coordinates': [-112.0814525, 41.125762]}",-112.0814525,Vehicle Stop,UT,01/28/2018 07:07:42 PM,84015.0
110,1000 Block W 1300 N,C1850419,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,17,01/23/2018 05:12:00 PM,Accident Property Damage,832341185,CAD: Accident Property Damage,41.133218,"{'type': 'Point', 'coordinates': [-112.04497, 41.133218]}",-112.04497,Traffic,UT,02/07/2018 06:11:27 AM,84015.0
111,500 Block N 1500 W,C1850424,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,17,01/23/2018 05:20:03 PM,Assist Citizen,832341182,CAD: Assist Citizen,41.1206868,"{'type': 'Point', 'coordinates': [-112.0545686, 41.1206868]}",-112.0545686,Other,UT,02/07/2018 06:11:27 AM,84015.0
112,1600 Block N 2000 W,C1850425,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,17,01/23/2018 05:20:03 PM,Traffic Stop,832341188,CAD: Traffic Stop,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Vehicle Stop,UT,02/07/2018 06:11:27 AM,84015.0
113,2400 Block N 2000 W,C1850431,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,17,01/23/2018 05:24:43 PM,Fraud Activities,832341184,CAD: Fraud Activities,41.148528,"{'type': 'Point', 'coordinates': [-112.0641122, 41.148528]}",-112.0641122,Theft,UT,02/07/2018 06:11:27 AM,84015.0
114,1400 Block W 1300 N,C1850434,CLINTON,,01/24/2018 07:32:52 AM,Tuesday,17,01/23/2018 05:25:16 PM,Traffic Stop,832341186,CAD: Traffic Stop,41.1326323,"{'type': 'Point', 'coordinates': [-112.052752, 41.1326323]}",-112.052752,Vehicle Stop,UT,02/07/2018 06:11:27 AM,84015.0
115,1900 Block N 2000 W,C1850577,CLINTON,,01/24/2018 09:16:54 AM,Tuesday,23,01/23/2018 11:46:19 PM,Recovered Stolen Vehicle,832346230,CAD: Recovered Stolen Vehicle,41.1415248,"{'type': 'Point', 'coordinates': [-112.063872, 41.1415248]}",-112.063872,Vehicle Recovery,UT,02/07/2018 06:11:27 AM,84015.0
116,2200 Block W 2265 N,C1850612,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,3,01/24/2018 03:51:00 AM,Noise Complaint,832428993,CAD: Noise Complaint,41.1468529,"{'type': 'Point', 'coordinates': [-112.0682932, 41.1468529]}",-112.0682932,Disorder,UT,02/08/2018 06:47:27 AM,84015.0
117,2500 Block N 2710 W,C1850650,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,7,01/24/2018 07:00:20 AM,Accident Property Damage,832428990,CAD: Accident Property Damage,41.1502631,"{'type': 'Point', 'coordinates': [-112.0782851, 41.1502631]}",-112.0782851,Traffic,UT,02/08/2018 06:47:27 AM,84015.0
118,1400 Block N 2000 W,C1854948,CLINTON,,02/04/2018 07:21:49 AM,Saturday,11,02/03/2018 11:31:04 AM,Theft,833337677,CAD: Theft,41.1341869,"{'type': 'Point', 'coordinates': [-112.0645028, 41.1341869]}",-112.0645028,Theft,UT,02/18/2018 06:04:30 AM,84015.0
119,900 Block W 1300 N,C1846034,CLINTON,,01/13/2018 07:18:32 AM,Friday,11,01/12/2018 11:02:35 AM,Traffic Stop,831498855,CAD: Traffic Stop,41.1325906,"{'type': 'Point', 'coordinates': [-112.0428626, 41.1325906]}",-112.0428626,Vehicle Stop,UT,01/28/2018 07:07:43 PM,84015.0
120,600 Block W 2575 N,C1846061,CLINTON,,01/13/2018 07:18:32 AM,Friday,12,01/12/2018 12:20:51 PM,Warrant Service,831498854,CAD: Warrant Service,41.151184,"{'type': 'Point', 'coordinates': [-112.037645, 41.151184]}",-112.037645,Other,UT,01/28/2018 07:07:43 PM,84015.0
121,2100 Block W 1800 N,C1846121,CLINTON,,01/13/2018 07:18:32 AM,Friday,16,01/12/2018 04:00:30 PM,Fraud Activities,831498850,CAD: Fraud Activities,41.1407682,"{'type': 'Point', 'coordinates': [-112.0666976, 41.1407682]}",-112.0666976,Theft,UT,01/28/2018 07:07:43 PM,84015.0
122,1500 Block W 1950 N,C1846128,CLINTON,,01/13/2018 07:18:32 AM,Friday,16,01/12/2018 04:06:27 PM,Traffic Stop,831498852,CAD: Traffic Stop,41.142101,"{'type': 'Point', 'coordinates': [-112.0548443, 41.142101]}",-112.0548443,Vehicle Stop,UT,01/28/2018 07:07:43 PM,84015.0
123,1000 Block W 2300 N,C1846134,CLINTON,,01/13/2018 07:18:32 AM,Friday,16,01/12/2018 04:18:26 PM,Fight,831498851,CAD: Fight,41.1471524,"{'type': 'Point', 'coordinates': [-112.0450468, 41.1471524]}",-112.0450468,Disorder,UT,01/28/2018 07:07:43 PM,84015.0
124,2600 Block W 900 N,C1846175,CLINTON,,01/13/2018 07:18:32 AM,Friday,18,01/12/2018 06:08:03 PM,Criminal Mischief,831498846,CAD: Criminal Mischief,41.1516043,"{'type': 'Point', 'coordinates': [-112.0433131, 41.1516043]}",-112.0433131,Property Crime,UT,01/28/2018 07:07:43 PM,84015.0
125,1400 Block N 1000 W,C1846177,CLINTON,,01/13/2018 07:18:32 AM,Friday,18,01/12/2018 06:11:41 PM,Traffic Stop,831498849,CAD: Traffic Stop,41.13397519999999,"{'type': 'Point', 'coordinates': [-112.0452612, 41.1339752]}",-112.0452612,Vehicle Stop,UT,01/28/2018 07:07:43 PM,84015.0
126,1300 Block N 1000 W,C1846181,CLINTON,,01/13/2018 07:18:32 AM,Friday,18,01/12/2018 06:26:11 PM,Traffic Stop,831498848,CAD: Traffic Stop,41.13269529999999,"{'type': 'Point', 'coordinates': [-112.045219, 41.1326953]}",-112.045219,Vehicle Stop,UT,01/28/2018 07:07:43 PM,84015.0
127,1600 Block N 2000 W,C1846185,CLINTON,,01/13/2018 07:18:32 AM,Friday,18,01/12/2018 06:30:34 PM,Harassment,831498845,CAD: Harassment,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Disorder,UT,01/28/2018 07:07:44 PM,84015.0
128,900 Block N 1000 W,C1846187,CLINTON,,01/13/2018 07:18:32 AM,Friday,18,01/12/2018 06:37:03 PM,Traffic Stop,831498847,CAD: Traffic Stop,41.1268573,"{'type': 'Point', 'coordinates': [-112.045284, 41.1268573]}",-112.045284,Vehicle Stop,UT,01/28/2018 07:07:44 PM,84015.0
129,1800 Block W 1800 N,C1846202,CLINTON,,01/13/2018 07:18:32 AM,Friday,19,01/12/2018 07:29:29 PM,Traffic Stop,831498844,CAD: Traffic Stop,41.1398754,"{'type': 'Point', 'coordinates': [-112.0600474, 41.1398754]}",-112.0600474,Vehicle Stop,UT,01/28/2018 07:07:44 PM,84015.0
130,1700 Block N 2000 W,C1846251,CLINTON,,01/13/2018 07:18:32 AM,Friday,21,01/12/2018 09:44:56 PM,Business Alarm,831498839,CAD: Business Alarm,41.1385131,"{'type': 'Point', 'coordinates': [-112.064424, 41.1385131]}",-112.064424,Alarm,UT,01/28/2018 07:07:44 PM,84015.0
131,1800 Block N 2000 W,C1846276,CLINTON,,01/13/2018 07:18:32 AM,Friday,22,01/12/2018 10:01:19 PM,Controlled Substance Problem,831498835,CAD: Controlled Substance Problem,41.1398974,"{'type': 'Point', 'coordinates': [-112.0644229, 41.1398974]}",-112.0644229,Drugs,UT,01/28/2018 08:04:58 PM,84015.0
132,1800 Block N 2000 W,C1846261,CLINTON,,01/13/2018 07:18:32 AM,Friday,22,01/12/2018 10:01:19 PM,Canine Search,831498836,CAD: Canine Search,41.1398974,"{'type': 'Point', 'coordinates': [-112.0644229, 41.1398974]}",-112.0644229,Community Policing,UT,01/28/2018 08:04:57 PM,84015.0
133,1900 Block N 2000 W,C1846266,CLINTON,,01/13/2018 07:18:32 AM,Friday,22,01/12/2018 10:07:10 PM,Extra Patrol On Site Call,831498837,CAD: Extra Patrol On Site Call,41.1415248,"{'type': 'Point', 'coordinates': [-112.063872, 41.1415248]}",-112.063872,Community Policing,UT,01/28/2018 08:04:57 PM,84015.0
134,1200 Block W 2300 N,C1846268,CLINTON,,01/13/2018 07:18:32 AM,Friday,22,01/12/2018 10:15:05 PM,Traffic Stop,831498838,CAD: Traffic Stop,41.1471557,"{'type': 'Point', 'coordinates': [-112.048691, 41.1471557]}",-112.048691,Vehicle Stop,UT,01/28/2018 07:07:44 PM,84015.0
135,2200 Block N 1500 W,C1846305,CLINTON,,01/13/2018 07:18:32 AM,Friday,22,01/12/2018 10:33:42 PM,Assist Citizen,831498833,CAD: Assist Citizen,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Other,UT,01/28/2018 08:04:58 PM,84015.0
136,900 Block N 2000 W,C1850685,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,8,01/24/2018 08:32:31 AM,Paraphernalia,832428988,CAD: Paraphernalia,41.12687,"{'type': 'Point', 'coordinates': [-112.0637739, 41.12687]}",-112.0637739,Drugs,UT,02/08/2018 06:47:27 AM,84015.0
137,2600 Block W 1360 N,C1850749,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,11,01/24/2018 11:14:47 AM,Parking Problem,832428986,CAD: Parking Problem,41.13376239999999,"{'type': 'Point', 'coordinates': [-112.0760711, 41.1337624]}",-112.0760711,Traffic,UT,02/08/2018 06:47:27 AM,84015.0
138,2200 Block N 1500 W,C1850844,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,15,01/24/2018 03:23:52 PM,Parking Problem,832428977,CAD: Parking Problem,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Traffic,UT,02/08/2018 06:47:27 AM,84015.0
139,800 Block N 2600 W,C1850859,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,15,01/24/2018 03:48:07 PM,Traffic Stop,832428976,CAD: Traffic Stop,41.1258433,"{'type': 'Point', 'coordinates': [-112.0761485, 41.1258433]}",-112.0761485,Vehicle Stop,UT,02/08/2018 06:47:27 AM,84015.0
140,1200 Block W 570 N,C1850870,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,16,01/24/2018 04:22:53 PM,Abandoned Vehicle,832428974,CAD: Abandoned Vehicle,41.1220521,"{'type': 'Point', 'coordinates': [-112.0514025, 41.1220521]}",-112.0514025,Traffic,UT,02/08/2018 06:47:27 AM,84015.0
141,1000 Block W 2300 N,C1850882,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,16,01/24/2018 04:50:44 PM,Traffic Stop,832428973,CAD: Traffic Stop,41.1471524,"{'type': 'Point', 'coordinates': [-112.0450468, 41.1471524]}",-112.0450468,Vehicle Stop,UT,02/08/2018 06:47:27 AM,84015.0
142,2300 Block N 2000 W,C1850923,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,18,01/24/2018 06:07:53 PM,Traffic Stop,832428971,CAD: Traffic Stop,41.1471595,"{'type': 'Point', 'coordinates': [-112.0644759, 41.1471595]}",-112.0644759,Vehicle Stop,UT,02/08/2018 06:47:28 AM,84015.0
143,900 Block W 1300 N,C1850927,CLINTON,,01/25/2018 09:09:05 AM,Wednesday,18,01/24/2018 06:17:54 PM,Traffic Stop,832433607,CAD: Traffic Stop,41.1325906,"{'type': 'Point', 'coordinates': [-112.0428626, 41.1325906]}",-112.0428626,Vehicle Stop,UT,02/08/2018 06:47:28 AM,84015.0
144,1300 Block W 2600 N,C1850983,CLINTON,,01/25/2018 07:26:57 AM,Wednesday,20,01/24/2018 08:26:01 PM,Assist Citizen,832428969,CAD: Assist Citizen,41.1513425,"{'type': 'Point', 'coordinates': [-112.0512639, 41.1513425]}",-112.0512639,Other,UT,02/08/2018 06:47:28 AM,84015.0
145,1900 Block N 2475 W,C1855023,CLINTON,,02/04/2018 07:21:49 AM,Saturday,16,02/03/2018 04:24:35 PM,Barking Dog,833337673,CAD: Barking Dog,41.1413516,"{'type': 'Point', 'coordinates': [-112.0732424, 41.1413516]}",-112.0732424,Disorder,UT,02/18/2018 06:04:30 AM,84015.0
146,2100 Block W 2175 N,C1855087,CLINTON,,02/04/2018 07:21:49 AM,Saturday,19,02/03/2018 07:08:44 PM,Telephone Harassment,833337671,CAD: Telephone Harassment,41.1453969,"{'type': 'Point', 'coordinates': [-112.0664133, 41.1453969]}",-112.0664133,Disorder,UT,02/18/2018 06:04:30 AM,84015.0
147,2600 Block N 1220 W,C1855090,CLINTON,,02/04/2018 07:21:49 AM,Saturday,19,02/03/2018 07:10:37 PM,Susp Circumstance,833337672,CAD: Susp Circumstance,41.15135,"{'type': 'Point', 'coordinates': [-112.0494679, 41.15135]}",-112.0494679,Community Policing,UT,02/18/2018 06:04:30 AM,84015.0
148,2200 Block N 1500 W,C1846289,CLINTON,,01/13/2018 07:18:32 AM,Friday,23,01/12/2018 11:05:19 PM,Welfare Check,831498834,CAD: Welfare Check,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Other,UT,01/28/2018 08:04:58 PM,84015.0
149,2200 Block N 1500 W,C1846309,CLINTON,,01/13/2018 07:18:32 AM,Friday,23,01/12/2018 11:54:31 PM,Susp Circumstance,831498832,CAD: Susp Circumstance,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,01/28/2018 08:04:58 PM,84015.0
150,1700 Block W 1740 N,C1846316,CLINTON,,01/14/2018 07:56:12 AM,Saturday,0,01/13/2018 12:18:19 AM,Extra Patrol On Site Call,831565320,CAD: Extra Patrol On Site Call,41.1388045,"{'type': 'Point', 'coordinates': [-112.0593823, 41.1388045]}",-112.0593823,Community Policing,UT,01/29/2018 12:07:27 AM,84015.0
151,2200 Block N 1500 W,C1846317,CLINTON,,01/14/2018 07:56:12 AM,Saturday,0,01/13/2018 12:26:03 AM,Extra Patrol On Site Call,831565319,CAD: Extra Patrol On Site Call,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,01/29/2018 12:07:27 AM,84015.0
152,600 Block W 800 N,C1846337,CLINTON,,01/14/2018 07:56:12 AM,Saturday,1,01/13/2018 01:13:34 AM,Extra Patrol REQUEST,831565318,CAD: Extra Patrol REQUEST,41.1253148,"{'type': 'Point', 'coordinates': [-112.0355125, 41.1253148]}",-112.0355125,Community Policing,UT,01/29/2018 12:07:27 AM,84015.0
153,1000 Block W 1800 N,C1846344,CLINTON,,01/14/2018 07:56:12 AM,Saturday,1,01/13/2018 01:39:04 AM,Extra Patrol On Site Call,831565317,CAD: Extra Patrol On Site Call,41.1398844,"{'type': 'Point', 'coordinates': [-112.0453018, 41.1398844]}",-112.0453018,Community Policing,UT,01/29/2018 12:07:27 AM,84015.0
154,1600 Block N 2000 W,C1846364,CLINTON,,01/14/2018 07:56:12 AM,Saturday,4,01/13/2018 04:01:16 AM,Susp Circumstance,831565316,CAD: Susp Circumstance,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Community Policing,UT,01/29/2018 12:07:27 AM,84015.0
155,600 Block W 1800 N,C1846370,CLINTON,,01/14/2018 07:56:12 AM,Saturday,5,01/13/2018 05:24:41 AM,Traffic Stop,831565315,CAD: Traffic Stop,41.1398836,"{'type': 'Point', 'coordinates': [-112.0375842, 41.1398836]}",-112.0375842,Vehicle Stop,UT,01/29/2018 12:07:28 AM,84015.0
156,800 Block W 2400 N,C1846379,CLINTON,,01/14/2018 07:56:12 AM,Saturday,6,01/13/2018 06:53:18 AM,Traffic Stop,831565314,CAD: Traffic Stop,41.1491733,"{'type': 'Point', 'coordinates': [-112.0418118, 41.1491733]}",-112.0418118,Vehicle Stop,UT,01/29/2018 12:07:28 AM,84015.0
157,1900 Block N 2000 W,C1846432,CLINTON,,01/14/2018 07:56:12 AM,Saturday,10,01/13/2018 10:32:51 AM,Susp Circumstance,831565312,CAD: Susp Circumstance,41.1415248,"{'type': 'Point', 'coordinates': [-112.063872, 41.1415248]}",-112.063872,Community Policing,UT,01/29/2018 12:07:28 AM,84015.0
158,2700 Block W 2100 N,C1846438,CLINTON,,01/14/2018 07:56:12 AM,Saturday,10,01/13/2018 10:39:24 AM,Susp Circumstance,831565311,CAD: Susp Circumstance,41.1445167,"{'type': 'Point', 'coordinates': [-112.0778721, 41.1445167]}",-112.0778721,Community Policing,UT,01/29/2018 12:07:28 AM,84015.0
