CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL201258533,1306-0,ASSAULT,04/09/2012 07:22:00 PM,04/07/2012 01:30:00 AM,7,"100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)","100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)"
SL2012195607,1313-0,ASSAULT,11/10/2012 12:00:00 PM,11/10/2012 12:00:00 PM,7,"300 E 700 S
Salt lake City, Utah
(40.75411646200047, -111.8823688819997)","300 E 700 S
Salt lake City, Utah
(40.75411646200047, -111.8823688819997)"
SL2012218834,1316-3,ASSAULT,12/25/2012 03:33:00 PM,12/25/2012 03:33:00 PM,3,"1500 W GLENROSE DR
Salt lake City, Utah
(40.746417271000496, -111.9335609899997)","1500 W GLENROSE DR
Salt lake City, Utah
(40.746417271000496, -111.9335609899997)"
SL2012192798,1313-0,ASSAULT,11/05/2012 01:33:00 PM,09/15/2012 02:46:00 PM,7,"1100 S GLENDALE DR
Salt lake City, Utah
(40.745151216000465, -111.9339832879997)","1100 S GLENDALE DR
Salt lake City, Utah
(40.745151216000465, -111.9339832879997)"
SL2012217021,1313-0,ASSAULT,12/21/2012 02:36:00 PM,12/21/2012 02:36:00 PM,6,"1300 W INDIANA AVE
Salt lake City, Utah
(40.75130080600047, -111.92785589699969)","1300 W INDIANA AVE
Salt lake City, Utah
(40.75130080600047, -111.92785589699969)"
SL201289457,1313-0,ASSAULT,05/28/2012 06:01:00 PM,05/28/2012 06:01:00 PM,2,"1600 E 2100 S
Salt lake City, Utah
(40.725706621000484, -111.84490268399969)","1600 E 2100 S
Salt lake City, Utah
(40.725706621000484, -111.84490268399969)"
SL2012167246,1313-0,ASSAULT,09/23/2012 12:43:00 AM,09/23/2012 12:43:00 AM,1,"300 S STATE ST
Salt lake City, Utah
(40.7627420660005, -111.8882624529997)","300 S STATE ST
Salt lake City, Utah
(40.7627420660005, -111.8882624529997)"
SL201295803,1313-0,ASSAULT,06/07/2012 12:46:00 PM,06/07/2012 12:46:00 PM,5,"1700 W SIR JAMES WAY
Salt lake City, Utah
(40.78362035800046, -111.94097351899967)","1700 W SIR JAMES WAY
Salt lake City, Utah
(40.78362035800046, -111.94097351899967)"
SL2012199813,1313-0,ASSAULT,11/18/2012 02:39:00 AM,11/18/2012 02:39:00 AM,1,"2000 S 700 E
Salt lake City, Utah
(40.72660585000045, -111.87124402099971)","2000 S 700 E
Salt lake City, Utah
(40.72660585000045, -111.87124402099971)"
SL2012117085,1316-4,ASSAULT,07/09/2012 12:34:00 AM,07/09/2012 12:34:00 AM,2,"700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)"
SL2012170957,1313-0,ASSAULT,09/29/2012 12:40:00 AM,09/25/2012 12:40:00 AM,3,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)"
SL201299757,1313-0,ASSAULT,06/13/2012 09:10:00 PM,06/13/2012 08:14:00 PM,4,"600 S BUNBURY COVE
Salt lake City, Utah
(40.75531118100048, -111.93748431899968)","600 S BUNBURY COVE
Salt lake City, Utah
(40.75531118100048, -111.93748431899968)"
SL2012202195,1313-0,ASSAULT,11/23/2012 08:03:00 AM,11/23/2012 08:03:00 AM,6,"200 E ROSEWOOD AVE
Salt lake City, Utah
(40.72742584000048, -111.88530076099971)","200 E ROSEWOOD AVE
Salt lake City, Utah
(40.72742584000048, -111.88530076099971)"
SL2012203901,1399-0,ASSAULT,11/26/2012 06:50:00 PM,11/17/2012 12:00:00 PM,7,"1200 W ARAPAHOE AVE
Salt lake City, Utah
(40.75503839100048, -111.92603582199968)","1200 W ARAPAHOE AVE
Salt lake City, Utah
(40.75503839100048, -111.92603582199968)"
SL201293588,1313-0,ASSAULT,06/04/2012 01:51:00 AM,06/04/2012 01:51:00 AM,2,"1800 S 1100 E
Salt lake City, Utah
(40.73110896000048, -111.85965581399967)","1800 S 1100 E
Salt lake City, Utah
(40.73110896000048, -111.85965581399967)"
SL2012179832,1313-0,ASSAULT,10/13/2012 09:51:00 PM,10/13/2012 09:51:00 PM,7,"1900 S STATE ST
Salt lake City, Utah
(40.72857095000046, -111.88827672699966)","1900 S STATE ST
Salt lake City, Utah
(40.72857095000046, -111.88827672699966)"
SL2012173388,1301-0,ASSAULT,10/02/2012 10:34:00 PM,10/02/2012 10:34:00 PM,3,"300 S 900 W
Salt lake City, Utah
(40.76273320900049, -111.9168744639997)","300 S 900 W
Salt lake City, Utah
(40.76273320900049, -111.9168744639997)"
SL2012105796,1313-0,ASSAULT,06/22/2012 08:54:00 PM,06/22/2012 08:54:00 PM,6,"100 E 4TH AVE
Salt lake City, Utah
(40.773979133000466, -111.8869679879997)","100 E 4TH AVE
Salt lake City, Utah
(40.773979133000466, -111.8869679879997)"
SL2012120876,1313-0,ASSAULT,07/14/2012 04:57:00 PM,07/14/2012 04:57:00 PM,7,"100 S 800 E
Salt lake City, Utah
(40.767104058000484, -111.86830357299971)","100 S 800 E
Salt lake City, Utah
(40.767104058000484, -111.86830357299971)"
SL201261337,1306-0,ASSAULT,04/14/2012 03:01:00 AM,04/14/2012 12:15:00 AM,7,"300 S MAIN ST
Salt lake City, Utah
(40.76269317700047, -111.8912419879997)","300 S MAIN ST
Salt lake City, Utah
(40.76269317700047, -111.8912419879997)"
SL2012198891,1313-0,ASSAULT,11/16/2012 01:46:00 PM,11/16/2012 01:46:00 PM,6,"300 E HERBERT AVE
Salt lake City, Utah
(40.74643242200045, -111.88236919099967)","300 E HERBERT AVE
Salt lake City, Utah
(40.74643242200045, -111.88236919099967)"
SL2012142668,1316-2,ASSAULT,08/16/2012 10:31:00 AM,08/16/2012 10:31:00 AM,5,"300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)","300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)"
SL201252810,1313-0,ASSAULT,03/30/2012 09:15:00 PM,03/30/2012 09:00:00 PM,6,"1700 W 1700 N
Salt lake City, Utah
(40.80565126300047, -111.9392545499997)","1700 W 1700 N
Salt lake City, Utah
(40.80565126300047, -111.9392545499997)"
SL2012168220,1305-0,ASSAULT,09/24/2012 06:16:00 PM,09/24/2012 06:16:00 PM,2,"300 S 500 E
Salt lake City, Utah
(40.7627510530005, -111.87680227099969)","300 S 500 E
Salt lake City, Utah
(40.7627510530005, -111.87680227099969)"
SL2012143640,1316-2,ASSAULT,08/17/2012 04:27:00 PM,08/17/2012 04:27:00 PM,6,"1900 E PRINCETON AVE
Salt lake City, Utah
(40.743359883000494, -111.8363847219997)","1900 E PRINCETON AVE
Salt lake City, Utah
(40.743359883000494, -111.8363847219997)"
SL201270733,1313-0,ASSAULT,04/28/2012 04:39:00 PM,04/28/2012 04:39:00 PM,7,"600 E 1300 S
Salt lake City, Utah
(40.741646036000475, -111.87377777299969)","600 E 1300 S
Salt lake City, Utah
(40.741646036000475, -111.87377777299969)"
SL201238013,1316-3,ASSAULT,03/06/2012 04:18:00 PM,03/06/2012 04:18:00 PM,3,"900 E 400 S
Salt lake City, Utah
(40.760546526000496, -111.86521760699969)","900 E 400 S
Salt lake City, Utah
(40.760546526000496, -111.86521760699969)"
SL2012165694,1316-1,ASSAULT,09/20/2012 05:24:00 PM,09/20/2012 05:24:00 PM,5,"500 S MAIN ST
Salt lake City, Utah
(40.758061298000484, -111.89124730899971)","500 S MAIN ST
Salt lake City, Utah
(40.758061298000484, -111.89124730899971)"
SL2012102953,1313-0,ASSAULT,06/18/2012 08:02:00 PM,06/18/2012 08:02:00 PM,2,"1100 N MORTON DR
Salt lake City, Utah
(40.79401113300048, -111.94510905399972)","1100 N MORTON DR
Salt lake City, Utah
(40.79401113300048, -111.94510905399972)"
SL2012183407,1305-0,ASSAULT,10/20/2012 12:01:00 AM,10/20/2012 12:01:00 AM,7,"100 S MAIN ST
Salt lake City, Utah
(40.76709077300046, -111.89119406799966)","100 S MAIN ST
Salt lake City, Utah
(40.76709077300046, -111.89119406799966)"
SL201297288,1313-0,ASSAULT,06/09/2012 05:40:00 PM,06/09/2012 05:40:00 PM,7,"2000 S ELIZABETH ST
Salt lake City, Utah
(40.72616312100047, -111.85820139099968)","2000 S ELIZABETH ST
Salt lake City, Utah
(40.72616312100047, -111.85820139099968)"
SL2012165437,1313-0,ASSAULT,09/20/2012 09:24:00 AM,09/20/2012 09:24:00 AM,5,"800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)","800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)"
SL2012115809,1313-0,ASSAULT,07/07/2012 12:26:00 AM,07/07/2012 12:26:00 AM,7,"900 S 700 E
Salt lake City, Utah
(40.74969598700045, -111.87115789299969)","900 S 700 E
Salt lake City, Utah
(40.74969598700045, -111.87115789299969)"
SL2012142921,1313-0,ASSAULT,08/16/2012 04:51:00 PM,08/16/2012 04:51:00 PM,5,"300 N 800 W
Salt lake City, Utah
(40.77593203400045, -111.9139488139997)","300 N 800 W
Salt lake City, Utah
(40.77593203400045, -111.9139488139997)"
SL2012136406,1313-0,ASSAULT,08/06/2012 09:43:00 PM,08/06/2012 09:43:00 PM,2,"1700 W SHANNON CIR
Salt lake City, Utah
(40.778898710000476, -111.94230587399971)","1700 W SHANNON CIR
Salt lake City, Utah
(40.778898710000476, -111.94230587399971)"
SL2012107562,1313-0,ASSAULT,06/25/2012 01:54:00 PM,06/25/2012 01:54:00 PM,2,"700 S 1000 E
Salt lake City, Utah
(40.75405333800046, -111.86250157899968)","700 S 1000 E
Salt lake City, Utah
(40.75405333800046, -111.86250157899968)"
SL2012109539,1316-3,ASSAULT,06/28/2012 11:52:00 AM,06/28/2012 11:52:00 AM,5,"900 E BLAINE AVE
Salt lake City, Utah
(40.73250652200045, -111.86520850999972)","900 E BLAINE AVE
Salt lake City, Utah
(40.73250652200045, -111.86520850999972)"
SL2012204463,1305-0,ASSAULT,11/27/2012 05:23:00 PM,11/27/2012 05:23:00 PM,3,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012187270,1313-0,ASSAULT,10/26/2012 10:09:00 PM,10/26/2012 10:09:00 PM,6,"1300 S MAJOR ST
Salt lake City, Utah
(40.741512017000446, -111.88967416499969)","1300 S MAJOR ST
Salt lake City, Utah
(40.741512017000446, -111.88967416499969)"
SL2012125937,1313-0,ASSAULT,07/22/2012 02:06:00 AM,07/22/2012 02:06:00 AM,1,"900 W 1000 N
Salt lake City, Utah
(40.791072021000446, -111.91696476299967)","900 W 1000 N
Salt lake City, Utah
(40.791072021000446, -111.91696476299967)"
SL201285103,1313-0,ASSAULT,05/21/2012 03:39:00 PM,05/21/2012 03:39:00 PM,2,"2500 S 700 E
Salt lake City, Utah
(40.71622079400049, -111.87129670199971)","2500 S 700 E
Salt lake City, Utah
(40.71622079400049, -111.87129670199971)"
SL2012162475,1313-0,ASSAULT,09/15/2012 01:28:00 PM,09/15/2012 01:28:00 PM,7,"400 N COLORADO ST
Salt lake City, Utah
(40.779103371000474, -111.92968105399967)","400 N COLORADO ST
Salt lake City, Utah
(40.779103371000474, -111.92968105399967)"
SL2012146432,1316-3,ASSAULT,08/21/2012 09:49:00 PM,08/21/2012 09:49:00 PM,3,"900 E PRINCETON AVE
Salt lake City, Utah
(40.743864173000475, -111.8652089799997)","900 E PRINCETON AVE
Salt lake City, Utah
(40.743864173000475, -111.8652089799997)"
SL201239103,1313-0,ASSAULT,03/08/2012 12:48:00 PM,03/08/2012 12:48:00 PM,5,"600 S 400 E
Salt lake City, Utah
(40.75623157400048, -111.8796812759997)","600 S 400 E
Salt lake City, Utah
(40.75623157400048, -111.8796812759997)"
SL201289753,1313-0,ASSAULT,05/29/2012 11:02:00 AM,05/26/2012 07:30:00 AM,7,"1800 W INDEPEDENCE
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","1800 W INDEPEDENCE
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201245498,1313-0,ASSAULT,03/19/2012 01:09:00 AM,03/19/2012 01:09:00 AM,2,"700 S 400 E
Salt lake City, Utah
(40.75403120100049, -111.8796705739997)","700 S 400 E
Salt lake City, Utah
(40.75403120100049, -111.8796705739997)"
SL2012192239,1313-0,ASSAULT,11/04/2012 01:07:00 PM,11/04/2012 01:07:00 PM,1,"400 E 200 S
Salt lake City, Utah
(40.76498435500048, -111.8795078869997)","400 E 200 S
Salt lake City, Utah
(40.76498435500048, -111.8795078869997)"
SL201279945,1313-0,ASSAULT,05/13/2012 12:28:00 PM,05/13/2012 12:28:00 PM,1,"600 S 1300 E
Salt lake City, Utah
(40.75624187300048, -111.85391425399968)","600 S 1300 E
Salt lake City, Utah
(40.75624187300048, -111.85391425399968)"
SL2012148653,1305-0,ASSAULT,08/25/2012 03:03:00 AM,08/25/2012 03:03:00 AM,7,"100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)","100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)"
SL201255544,1316-3,ASSAULT,04/04/2012 10:33:00 AM,04/04/2012 10:33:00 AM,4,"2000 S 900 W
Salt lake City, Utah
(40.72714925300045, -111.91690177099969)","2000 S 900 W
Salt lake City, Utah
(40.72714925300045, -111.91690177099969)"
SL201229883,1313-0,ASSAULT,02/21/2012 08:09:00 PM,02/21/2012 07:07:00 PM,3,"1800 S 600 E
Salt lake City, Utah
(40.7311072170005, -111.87394776499968)","1800 S 600 E
Salt lake City, Utah
(40.7311072170005, -111.87394776499968)"
SL2012110409,1316-4,ASSAULT,06/29/2012 03:34:00 PM,06/29/2012 03:34:00 PM,6,"NORTH TEMPLE ST / REDWOOD RD
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","NORTH TEMPLE ST / REDWOOD RD
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012114755,1316-3,ASSAULT,07/05/2012 03:28:00 PM,07/05/2012 03:28:00 PM,5,"500 S CHIPETA WAY
Salt lake City, Utah
(40.7573737780005, -111.8241355889997)","500 S CHIPETA WAY
Salt lake City, Utah
(40.7573737780005, -111.8241355889997)"
SL2012182952,1303-0,ASSAULT,10/19/2012 08:58:00 AM,10/18/2012 10:00:00 PM,5,"500 E ELWOOD PL
Salt lake City, Utah
(40.753428192000456, -111.87665968899967)","500 E ELWOOD PL
Salt lake City, Utah
(40.753428192000456, -111.87665968899967)"
SL2012126260,1313-0,ASSAULT,07/22/2012 04:42:00 PM,07/22/2012 04:42:00 PM,1,"800 N OAK TREE CT
Salt lake City, Utah
(40.78737077000045, -111.91639826299968)","800 N OAK TREE CT
Salt lake City, Utah
(40.78737077000045, -111.91639826299968)"
SL201294581,1313-0,ASSAULT,06/05/2012 03:32:00 PM,06/05/2012 03:32:00 PM,3,"1700 S 900 E
Salt lake City, Utah
(40.73343036500046, -111.8653852279997)","1700 S 900 E
Salt lake City, Utah
(40.73343036500046, -111.8653852279997)"
SL2012210239,1316-2,ASSAULT,12/08/2012 12:13:00 AM,12/08/2012 12:13:00 AM,7,"100 W PIERPONT AVE
Salt lake City, Utah
(40.76394928400049, -111.89408443099967)","100 W PIERPONT AVE
Salt lake City, Utah
(40.76394928400049, -111.89408443099967)"
SL201246597,1302-0,ASSAULT,03/20/2012 08:37:00 PM,03/20/2012 08:37:00 PM,3,"700 S JEREMY ST
Salt lake City, Utah
(40.75400036800045, -111.9154042239997)","700 S JEREMY ST
Salt lake City, Utah
(40.75400036800045, -111.9154042239997)"
SL2012158515,1313-0,ASSAULT,09/09/2012 02:14:00 AM,09/09/2012 02:14:00 AM,1,"200 W PIERPONT AVE
Salt lake City, Utah
(40.76388262400047, -111.92003862599967)","200 W PIERPONT AVE
Salt lake City, Utah
(40.76388262400047, -111.92003862599967)"
SL2012202284,1313-0,ASSAULT,11/23/2012 01:15:00 PM,11/23/2012 01:15:00 PM,6,"200 N 800 W
Salt lake City, Utah
(40.77378041300045, -111.91382288999966)","200 N 800 W
Salt lake City, Utah
(40.77378041300045, -111.91382288999966)"
SL2012190387,1305-0,ASSAULT,11/01/2012 01:32:00 PM,11/01/2012 01:32:00 PM,5,"400 N GRANT ST
Salt lake City, Utah
(40.77812026200047, -111.9125120759997)","400 N GRANT ST
Salt lake City, Utah
(40.77812026200047, -111.9125120759997)"
SL201233320,1302-0,ASSAULT,02/27/2012 01:06:00 PM,02/27/2012 01:06:00 PM,2,"500 N REDWOOD RD
Salt lake City, Utah
(40.78028133000049, -111.93936157599967)","500 N REDWOOD RD
Salt lake City, Utah
(40.78028133000049, -111.93936157599967)"
SL2012158037,1316-3,ASSAULT,09/08/2012 01:06:00 PM,09/08/2012 01:06:00 PM,7,"00 N M ST
Salt lake City, Utah
(40.775329041000475, -111.86558875799972)","00 N M ST
Salt lake City, Utah
(40.775329041000475, -111.86558875799972)"
SL2012154724,1316-2,ASSAULT,09/03/2012 11:22:00 AM,09/03/2012 11:22:00 AM,2,"400 S POST ST
Salt lake City, Utah
(40.76058091600049, -111.91828233899969)","400 S POST ST
Salt lake City, Utah
(40.76058091600049, -111.91828233899969)"
SL201267412,1313-0,ASSAULT,04/23/2012 03:30:00 PM,04/23/2012 03:30:00 PM,2,"200 N 1000 W
Salt lake City, Utah
(40.7737414070005, -111.91966397499971)","200 N 1000 W
Salt lake City, Utah
(40.7737414070005, -111.91966397499971)"
SL201283973,1313-0,ASSAULT,05/19/2012 06:37:00 PM,05/19/2012 06:37:00 PM,7,"1500 N MANDALAY RD
Salt lake City, Utah
(40.8025379500005, -111.94550159199969)","1500 N MANDALAY RD
Salt lake City, Utah
(40.8025379500005, -111.94550159199969)"
SL2012174628,1316-3,ASSAULT,10/04/2012 11:55:00 PM,10/04/2012 11:55:00 PM,5,"100 S 400 E
Salt lake City, Utah
(40.76708200000047, -111.87965397699969)","100 S 400 E
Salt lake City, Utah
(40.76708200000047, -111.87965397699969)"
SL201243036,1313-0,ASSAULT,03/15/2012 08:18:00 AM,03/13/2012 03:20:00 PM,3,"1400 W ANDREW AVE
Salt lake City, Utah
(40.73689073300045, -111.93048104099967)","1400 W ANDREW AVE
Salt lake City, Utah
(40.73689073300045, -111.93048104099967)"
SL2012217247,1306-0,ASSAULT,12/21/2012 11:02:00 PM,12/21/2012 11:02:00 PM,6,"200 W 1300 S
Salt lake City, Utah
(40.741627716000494, -111.89690620999971)","200 W 1300 S
Salt lake City, Utah
(40.741627716000494, -111.89690620999971)"
SL2012133475,1316-2,ASSAULT,08/02/2012 10:58:00 AM,08/02/2012 10:58:00 AM,5,"100 S 300 W
Salt lake City, Utah
(40.83993092200046, -111.90432455599966)","100 S 300 W
Salt lake City, Utah
(40.83993092200046, -111.90432455599966)"
SL2012209339,1313-0,ASSAULT,12/06/2012 02:29:00 PM,12/06/2012 02:30:00 AM,5,"1100 S WEST TEMPLE ST
Salt lake City, Utah
(40.744779579000465, -111.89398011599968)","1100 S WEST TEMPLE ST
Salt lake City, Utah
(40.744779579000465, -111.89398011599968)"
SL2012122679,1313-0,ASSAULT,07/17/2012 01:25:00 PM,07/17/2012 01:25:00 PM,3,"600 S MAIN ST
Salt lake City, Utah
(40.75621004700048, -111.89123346199972)","600 S MAIN ST
Salt lake City, Utah
(40.75621004700048, -111.89123346199972)"
SL2012150492,1316-2,ASSAULT,08/27/2012 10:34:00 PM,08/27/2012 10:34:00 PM,2,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)"
SL2012220372,1313-0,ASSAULT,12/28/2012 09:22:00 PM,12/28/2012 08:50:00 PM,6,"300 W SOUTH TEMPLE ST
Salt lake City, Utah
(40.76931479400048, -111.88220546199972)","300 W SOUTH TEMPLE ST
Salt lake City, Utah
(40.76931479400048, -111.88220546199972)"
SL201294115,1305-0,ASSAULT,06/04/2012 08:58:00 PM,06/04/2012 08:58:00 PM,2,"1300 S 1700 E
Salt lake City, Utah
(40.741560447000495, -111.8422932039997)","1300 S 1700 E
Salt lake City, Utah
(40.741560447000495, -111.8422932039997)"
SL201270093,1313-0,ASSAULT,04/27/2012 06:18:00 PM,04/27/2012 06:18:00 PM,6,"200 E WILSON AVE
Salt lake City, Utah
(40.73223564700049, -111.88524739399969)","200 E WILSON AVE
Salt lake City, Utah
(40.73223564700049, -111.88524739399969)"
SL2012108237,1313-0,ASSAULT,06/26/2012 01:51:00 PM,06/26/2012 01:51:00 PM,3,"100 W LUCY AVE
Salt lake City, Utah
(40.74289844000049, -111.89406768199967)","100 W LUCY AVE
Salt lake City, Utah
(40.74289844000049, -111.89406768199967)"
SL2012138047,1306-0,ASSAULT,08/09/2012 02:42:00 PM,08/09/2012 07:30:00 AM,5,"1600 S INDUSTRIAL RD
Salt lake City, Utah
(40.735432398000455, -111.94477519899971)","1600 S INDUSTRIAL RD
Salt lake City, Utah
(40.735432398000455, -111.94477519899971)"
SL201270096,1313-0,ASSAULT,04/27/2012 05:40:00 PM,04/27/2012 05:40:00 PM,6,"100 N 800 W
Salt lake City, Utah
(40.771703484000454, -111.91381403599968)","100 N 800 W
Salt lake City, Utah
(40.771703484000454, -111.91381403599968)"
SL201251822,1316-2,ASSAULT,03/29/2012 12:58:00 PM,03/29/2012 12:58:00 PM,5,"800 S STATE ST
Salt lake City, Utah
(40.75187029900047, -111.88826244599971)","800 S STATE ST
Salt lake City, Utah
(40.75187029900047, -111.88826244599971)"
SL201246068,1313-0,ASSAULT,03/20/2012 01:10:00 AM,03/20/2012 01:10:00 AM,3,"600 E 700 S
Salt lake City, Utah
(40.75647115000049, -111.87110657499971)","600 E 700 S
Salt lake City, Utah
(40.75647115000049, -111.87110657499971)"
SL201294222,1313-0,ASSAULT,06/05/2012 12:57:00 AM,06/05/2012 12:57:00 AM,3,"1400 S WEST TEMPLE ST
Salt lake City, Utah
(40.739161252000486, -111.89395514399968)","1400 S WEST TEMPLE ST
Salt lake City, Utah
(40.739161252000486, -111.89395514399968)"
SL2012113793,1313-0,ASSAULT,07/04/2012 12:47:00 PM,07/04/2012 12:47:00 PM,4,"1600 E 2100 S
Salt lake City, Utah
(40.725706621000484, -111.84490268399969)","1600 E 2100 S
Salt lake City, Utah
(40.725706621000484, -111.84490268399969)"
SL201222715,1316-2,ASSAULT,02/09/2012 10:31:00 AM,02/07/2012 10:55:00 AM,3,"1700 W 1700 N
Salt lake City, Utah
(40.80565126300047, -111.9392545499997)","1700 W 1700 N
Salt lake City, Utah
(40.80565126300047, -111.9392545499997)"
SL2012213817,1305-0,ASSAULT,12/15/2012 01:29:00 AM,12/15/2012 01:29:00 AM,7,"1000 E 2100 S
Salt lake City, Utah
(40.72537602700049, -111.86237019699968)","1000 E 2100 S
Salt lake City, Utah
(40.72537602700049, -111.86237019699968)"
SL201283083,1313-0,ASSAULT,05/18/2012 11:56:00 AM,05/18/2012 11:56:00 AM,6,"1400 W GOODWIN AVE
Salt lake City, Utah
(40.79390763400045, -111.93178112699968)","1400 W GOODWIN AVE
Salt lake City, Utah
(40.79390763400045, -111.93178112699968)"
SL2012139100,1313-1,ASSAULT,08/10/2012 09:57:00 PM,08/10/2012 09:57:00 PM,6,"200 S 500 W
Salt lake City, Utah
(40.764841136000484, -111.9054845719997)","200 S 500 W
Salt lake City, Utah
(40.764841136000484, -111.9054845719997)"
SL2012151639,1316-3,ASSAULT,08/29/2012 06:06:00 PM,08/29/2012 06:06:00 PM,4,"300 W 700 N
Salt lake City, Utah
(40.78461136900046, -111.89981520899971)","300 W 700 N
Salt lake City, Utah
(40.78461136900046, -111.89981520899971)"
SL2012218674,1313-0,ASSAULT,12/24/2012 10:40:00 PM,12/24/2012 10:40:00 PM,2,"1500 W SECRET GARDEN PL
Salt lake City, Utah
(40.734720808000475, -111.93600015999971)","1500 W SECRET GARDEN PL
Salt lake City, Utah
(40.734720808000475, -111.93600015999971)"
SL2012194592,1305-0,ASSAULT,11/08/2012 04:47:00 PM,11/06/2012 02:30:00 AM,3,"2100 E MABEY DR
Salt lake City, Utah
(40.71281043200048, -111.8290961939997)","2100 E MABEY DR
Salt lake City, Utah
(40.71281043200048, -111.8290961939997)"
SL201246246,1313-0,ASSAULT,03/20/2012 10:44:00 AM,03/20/2012 09:41:00 AM,3,"900 S MAIN ST
Salt lake City, Utah
(40.749691725000446, -111.8910753889997)","900 S MAIN ST
Salt lake City, Utah
(40.749691725000446, -111.8910753889997)"
SL2012179975,1313-0,ASSAULT,10/14/2012 02:18:00 AM,10/14/2012 02:18:00 AM,1,"100 W 600 S
Salt lake City, Utah
(40.75632706100049, -111.89405821499969)","100 W 600 S
Salt lake City, Utah
(40.75632706100049, -111.89405821499969)"
SL2012191794,1316-4,ASSAULT,11/03/2012 06:43:00 PM,11/03/2012 06:43:00 PM,7,"400 N 1465 W
Salt lake City, Utah
(40.77944026500046, -111.93272239099969)","400 N 1465 W
Salt lake City, Utah
(40.77944026500046, -111.93272239099969)"
SL201299822,1316-2,ASSAULT,06/13/2012 10:08:00 PM,06/13/2012 10:08:00 PM,4,"00 N I ST
Salt lake City, Utah
(40.77756306600048, -111.87155986999971)","00 N I ST
Salt lake City, Utah
(40.77756306600048, -111.87155986999971)"
SL20129644,1313-0,ASSAULT,01/17/2012 03:00:00 PM,01/17/2012 02:20:00 PM,3,"700 S STATE ST
Salt lake City, Utah
(40.75408008000045, -111.8882624469997)","700 S STATE ST
Salt lake City, Utah
(40.75408008000045, -111.8882624469997)"
SL2012105743,1316-3,ASSAULT,06/22/2012 07:29:00 PM,06/22/2012 07:29:00 PM,6,"200 W ARDMORE PL
Salt lake City, Utah
(40.77725077200046, -111.8970166579997)","200 W ARDMORE PL
Salt lake City, Utah
(40.77725077200046, -111.8970166579997)"
SL201280167,1313-0,ASSAULT,05/13/2012 07:38:00 PM,05/13/2012 07:38:00 PM,1,"1300 S 500 W
Salt lake City, Utah
(40.741490086000454, -111.9054447049997)","1300 S 500 W
Salt lake City, Utah
(40.741490086000454, -111.9054447049997)"
SL201270997,1313-0,ASSAULT,04/28/2012 11:54:00 PM,04/28/2012 11:54:00 PM,7,"900 S 800 E
Salt lake City, Utah
(40.7496739610005, -111.86820239499968)","900 S 800 E
Salt lake City, Utah
(40.7496739610005, -111.86820239499968)"
SL201243610,1305-0,ASSAULT,03/16/2012 01:37:00 AM,03/16/2012 01:37:00 AM,6,"900 S 300 W
Salt lake City, Utah
(40.749682660000474, -111.89971433499971)","900 S 300 W
Salt lake City, Utah
(40.749682660000474, -111.89971433499971)"
SL201264693,1302-0,ASSAULT,04/19/2012 02:27:00 PM,04/19/2012 02:27:00 PM,5,"100 W MEAD AVE
Salt lake City, Utah
(40.747248803000446, -111.89403605699971)","100 W MEAD AVE
Salt lake City, Utah
(40.747248803000446, -111.89403605699971)"
SL2012109600,1316-2,ASSAULT,06/28/2012 01:21:00 PM,06/28/2012 01:21:00 PM,5,"1000 S MCCLELLAND ST
Salt lake City, Utah
(40.74739347400049, -111.86114625199968)","1000 S MCCLELLAND ST
Salt lake City, Utah
(40.74739347400049, -111.86114625199968)"
SL2012150249,1399-0,ASSAULT,08/27/2012 03:42:00 PM,08/05/2012 03:42:00 PM,1,"1300 E HARRISON AVE
Salt lake City, Utah
(40.7399437090005, -111.85374563999972)","1300 E HARRISON AVE
Salt lake City, Utah
(40.7399437090005, -111.85374563999972)"
